Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
48411337,2010-04-06 22:20:27.0000004,6.828509577465679,2010-04-06 22:20:27 UTC,-73.97336999999999,40.755193,-73.97826500000001,40.766375,1
46272151,2012-02-21 09:33:00.00000028,9.599498971219866,2012-02-21 09:33:00 UTC,-73.990718,40.75192,-73.97305300000001,40.74423,2
11875730,2011-09-01 09:21:40.0000002,4.84923143906983,2011-09-01 09:21:40 UTC,-73.988908,40.756982,-73.981246,40.76005,1
1728270,2011-03-19 23:58:27.0000003,10.391210226578206,2011-03-19 23:58:27 UTC,-74.00566500000001,40.741138,-73.97783000000001,40.749338,2
49173512,2015-03-25 08:58:35.0000001,11.875668830375094,2015-03-25 08:58:35 UTC,-73.96253204345702,40.767189025878906,-73.97445678710938,40.75386047363281,1
33157445,2009-08-08 00:20:00.000000183,4.84923143906983,2009-08-08 00:20:00 UTC,-73.992075,40.719633,-73.985323,40.727405,1
55085966,2014-02-18 14:26:00.00000070,10.391210226578206,2014-02-18 14:26:00 UTC,-73.98002199999999,40.74599,-74.00343199999999,40.759667,1
9843493,2015-03-03 23:15:03.0000003,4.948195345989622,2015-03-03 23:15:03 UTC,-73.98918914794923,40.72914123535156,-73.9872817993164,40.72063446044922,2
47537124,2009-11-26 02:58:00.0000005,4.05752018371149,2009-11-26 02:58:00 UTC,-74.010798,40.726085,-74.00976700000001,40.737402,2
25121708,2010-09-04 16:12:00.000000152,7.620220832824018,2010-09-04 16:12:00 UTC,-73.9943,40.739512,-73.98807,40.724482,2
37339061,2010-05-12 22:32:00.000000200,12.766343992653226,2010-05-12 22:32:00 UTC,-73.972987,40.76404,-74.00782,40.714993,5
49393874,2009-02-12 17:52:18.0000001,9.401571157380282,2009-02-12 17:52:18 UTC,-73.986059,40.757159,-73.97613,40.780589,1
38755863,2014-01-21 06:55:00.00000094,4.948195345989622,2014-01-21 06:55:00 UTC,-73.957802,40.776372,-73.957422,40.78287,1
41229643,2012-11-21 17:37:19.0000002,11.875668830375094,2012-11-21 17:37:19 UTC,-73.993909,40.741551,-73.987874,40.770232,1
46387690,2009-05-06 20:06:23.0000003,4.84923143906983,2009-05-06 20:06:23 UTC,-73.97778000000001,40.763656,-73.989486,40.772966,1
45740211,2011-12-24 02:52:00.00000056,7.224365205144848,2011-12-24 02:52:00 UTC,-73.971075,40.787833,-73.94495699999999,40.784302,5
31945670,2011-05-21 09:00:00.00000031,25.433724078386657,2011-05-21 09:00:00 UTC,-73.944815,40.834367,-73.98933199999999,40.72192,4
11844693,2009-02-28 15:54:57.0000002,7.620220832824018,2009-02-28 15:54:57 UTC,-74.004184,40.712975,-73.988385,40.725102,1
33836728,2013-02-11 19:09:00.000000252,10.391210226578206,2013-02-11 19:09:00 UTC,-73.982085,40.771387,-73.95961,40.769445000000005,1
17967628,2013-09-10 20:50:25.0000001,10.886029761177168,2013-09-10 20:50:25 UTC,-73.991186,40.741393,-74.00971,40.716455,2
19277743,2014-06-04 06:49:00.000000102,39.090743233318015,2014-06-04 06:49:00 UTC,-73.78808000000001,40.642187,-73.865042,40.725997,4
45314451,2009-06-05 05:35:00.00000011,8.016076460503188,2009-06-05 05:35:00 UTC,-73.98869,40.751273,-73.95881,40.764643,3
18779733,2011-02-19 16:31:00.000000126,5.640942694428169,2011-02-19 16:31:00 UTC,-74.010863,40.710813,-74.001205,40.718745,1
28150703,2011-08-31 19:47:00.000000254,6.828509577465679,2011-08-31 19:47:00 UTC,-73.96869699999999,40.754998,-73.987302,40.73594,1
14631620,2010-05-18 21:28:00.000000232,7.620220832824018,2010-05-18 21:28:00 UTC,-73.96837,40.759005,-73.979105,40.77757,3
38703737,2014-02-13 17:57:00.000000102,28.69953300673981,2014-02-13 17:57:00 UTC,-73.9926,40.753172,-73.908508,40.816192,1
51671648,2010-04-01 14:42:00.000000160,15.537333386407413,2010-04-01 14:42:00 UTC,-73.97336,40.786952,-73.97281,40.743548,1
16649523,2014-04-02 14:58:32.0000002,8.90675162278132,2014-04-02 14:58:32 UTC,-73.970164,40.765016,-73.962801,40.77478,1
5218851,2011-02-01 15:25:03.0000002,4.84923143906983,2011-02-01 15:25:03 UTC,-73.987139,40.753038,-73.97779399999999,40.751834,1
4147756,2009-01-10 22:43:36.0000007,5.344050973668792,2009-01-10 22:43:36 UTC,-73.994222,40.751229,-73.99833100000001,40.744342,1
15145716,2012-07-12 00:59:02.0000002,3.2658089283531506,2012-07-12 00:59:02 UTC,-73.982371,40.765501,-73.985248,40.762808,1
41369172,2009-02-19 08:28:42.0000001,8.807787715861528,2009-02-19 08:28:42 UTC,-73.977137,40.779272,-73.970457,40.757972,1
37192633,2014-01-16 14:58:09.0000006,16.823864176364715,2014-01-16 14:58:09 UTC,-73.9939,40.751714,-73.958575,40.76039,1
21695280,2015-01-04 09:17:47.0000001,11.875668830375094,2015-01-04 09:17:47 UTC,-73.97952270507811,40.72731018066406,-73.98487854003906,40.760650634765625,1
22405517,2013-01-03 22:24:41.0000002,56.21149913044211,2013-01-03 22:24:41 UTC,-73.993498,40.764686,-73.993498,40.764686,1
54858310,2013-05-23 10:57:00.000000198,13.36012743417198,2013-05-23 10:57:00 UTC,-73.96204300000001,40.805372,-73.988447,40.770140000000005,1
33899076,2009-10-03 18:25:00.000000186,7.620220832824018,2009-10-03 18:25:00 UTC,-73.983052,40.776055,-73.97409300000001,40.763797,1
29966903,2011-08-15 13:55:53.0000001,13.162199620332396,2011-08-15 13:55:53 UTC,-73.9859,40.7277,-73.9825,40.7719,1
26382712,2012-05-25 03:19:00.00000063,14.745622131049075,2012-05-25 03:19:00 UTC,-73.997385,40.720822,-73.955628,40.782252,1
11666085,2012-12-09 02:12:29.0000004,7.422293018984433,2012-12-09 02:12:29 UTC,-73.937809,40.850558,-73.94445400000001,40.834959000000005,1
9716818,2009-04-09 11:27:00.000000125,16.724900269444923,2009-04-09 11:27:00 UTC,-73.986593,40.759143,-74.001767,40.72012,1
38092793,2014-11-13 20:12:25.0000005,10.886029761177168,2014-11-13 20:12:25 UTC,-73.958903,40.815239,-73.980862,40.78261,1
1239488,2010-03-05 22:41:05.0000003,6.432653949786509,2010-03-05 22:41:05 UTC,-73.990305,40.756175,-74.00367800000001,40.759173,1
23077019,2009-01-09 14:24:24.0000003,6.432653949786509,2009-01-09 14:24:24 UTC,-73.968111,40.765625,-73.980863,40.75916,1
6922345,2009-07-10 01:01:00.00000094,5.245087066748999,2009-07-10 01:01:00 UTC,-73.98973000000001,40.734507,-74.001847,40.740387,1
6479703,2009-02-02 16:58:00.00000011,4.05752018371149,2009-02-02 16:58:00 UTC,-73.954332,40.77406,-73.952558,40.766325,2
48399259,2015-06-17 17:52:03.0000007,8.90675162278132,2015-06-17 17:52:03 UTC,-73.97213745117188,40.7498893737793,-73.98185729980467,40.73242568969727,1
14960347,2011-10-30 11:34:39.0000003,17.120755897124095,2011-10-30 11:34:39 UTC,-73.975307,40.757499,-74.010737,40.711715000000005,3
1347588,2011-06-22 06:20:00.00000037,6.432653949786509,2011-06-22 06:20:00 UTC,-73.997925,40.749805,-74.003443,40.754337,2
22364180,2013-10-19 20:21:00.00000083,19.792781383958488,2013-10-19 20:21:00 UTC,-73.977453,40.785215,-73.98595,40.734955,1
44856422,2014-08-22 14:58:01.0000001,12.865307899573018,2014-08-22 14:58:01 UTC,-73.993619,40.749808,-73.992512,40.756546,2
21993993,2014-05-05 19:27:00.00000034,5.937834415187547,2014-05-05 19:27:00 UTC,0.0,0.0,0.0,0.0,1
3045866,2013-01-02 19:16:00.00000087,5.443014880588584,2013-01-02 19:16:00 UTC,-73.968242,40.762112,-73.979687,40.765432,1
23460451,2012-12-22 15:35:00.000000148,15.339405572567829,2012-12-22 15:35:00 UTC,-73.98994499999999,40.733990000000006,-73.95831,40.780797,1
53705359,2015-02-16 11:19:55.0000003,8.411932088182358,2015-02-16 11:19:55 UTC,-73.99765014648438,40.73622131347656,-73.9818115234375,40.76134872436523,2
45517946,2013-02-01 20:56:22.0000007,7.422293018984433,2013-02-01 20:56:22 UTC,-73.99793299999999,40.756223,-73.98152900000001,40.742386,1
9514003,2009-05-20 10:23:00.000000116,6.828509577465679,2009-05-20 10:23:00 UTC,-73.94945799999999,40.773348,-73.964993,40.76659,5
53475676,2015-05-17 14:56:39.0000002,20.782420453156412,2015-05-17 14:56:39 UTC,-73.95431518554686,40.76970291137695,-73.9901351928711,40.75743865966797,1
28370429,2012-06-28 20:10:44.0000002,4.05752018371149,2012-06-28 20:10:44 UTC,-73.99455400000001,40.721011,-73.989079,40.722964000000005,2
48832443,2011-12-10 01:43:00.00000045,5.640942694428169,2011-12-10 01:43:00 UTC,-73.99096800000001,40.72757,-73.99136999999999,40.74472,1
11835345,2009-03-11 09:31:02.0000002,19.100034035519943,2009-03-11 09:31:02 UTC,-74.013173,40.704148,-73.984285,40.754962,1
41669619,2010-12-11 04:25:12.0000002,17.120755897124095,2010-12-11 04:25:12 UTC,-73.995721,40.767201,-73.951222,40.723918,4
50958489,2014-04-15 09:19:00.000000199,11.875668830375094,2014-04-15 09:19:00 UTC,-74.010142,40.719717,-74.013625,40.702315000000006,1
39891441,2012-04-05 20:21:06.0000007,11.182921481936546,2012-04-05 20:21:06 UTC,-73.98149599999999,40.768334,-73.95610400000001,40.804763,1
21255889,2010-04-25 20:11:00.00000099,9.599498971219866,2010-04-25 20:11:00 UTC,-73.94984000000001,40.796042,-73.962738,40.759112,3
45550385,2012-05-02 19:12:40.0000001,4.84923143906983,2012-05-02 19:12:40 UTC,-73.98698900000001,40.7208,-73.976607,40.722857,1
29152955,2015-05-28 13:31:03.0000006,10.886029761177168,2015-05-28 13:31:03 UTC,-73.96671295166014,40.80403518676758,-73.93840026855469,40.79726791381836,1
26348645,2015-05-21 01:35:16.0000006,3.4637367421927356,2015-05-21 01:35:16 UTC,-73.97534942626955,40.75249099731445,-73.97386169433594,40.7488899230957,2
781560,2012-06-24 01:35:45.0000006,25.82957970606583,2012-06-24 01:35:45 UTC,-73.97613199999999,40.744211,-73.90495,40.876687,2
9404760,2010-10-16 21:23:00.000000225,8.016076460503188,2010-10-16 21:23:00 UTC,-73.982543,40.731653,-73.954875,40.768787,5
25485719,2009-08-07 10:43:07.0000001,49.056408660141116,2009-08-07 10:43:07 UTC,-73.97505799999999,40.78882,-73.97505799999999,40.78882,1
11536406,2010-09-08 10:16:01.0000003,7.620220832824018,2010-09-08 10:16:01 UTC,-73.987383,40.721255,-73.95473299999999,40.730683,1
19137375,2012-04-05 18:10:00.0000007,5.245087066748999,2012-04-05 18:10:00 UTC,-73.971503,40.760135,-73.961437,40.768975,1
11267091,2010-09-22 12:15:00.000000169,4.45337581139066,2010-09-22 12:15:00 UTC,-73.98192,40.761172,-74.016152,40.704765,1
30869427,2010-01-23 03:24:00.00000058,7.224365205144848,2010-01-23 03:24:00 UTC,-74.008325,40.725947,-73.988232,40.720322,1
226870,2013-02-15 18:49:00.00000038,6.432653949786509,2013-02-15 18:49:00 UTC,-73.99260500000001,40.733957,-73.980698,40.742135,1
46728985,2012-08-12 18:48:00.00000065,5.245087066748999,2012-08-12 18:48:00 UTC,-73.986465,40.755052,-73.996115,40.744817,3
10442368,2010-03-12 12:07:38.0000002,9.203643343540698,2010-03-12 12:07:38 UTC,-73.95770999999999,40.765555,-73.97005899999999,40.762758000000005,1
1454546,2011-12-02 14:07:00.000000207,6.036798322107339,2011-12-02 14:07:00 UTC,0.0,0.0,0.0,0.0,1
51116974,2009-04-14 11:49:40.0000004,3.6616645560323207,2009-04-14 11:49:40 UTC,-73.97645899999999,40.744077,-73.983699,40.734203,1
46652271,2014-04-27 13:02:13.0000004,3.9585562767916977,2014-04-27 13:02:13 UTC,-73.950582,40.786452,-73.9575,40.776686,1
25431833,2015-04-11 08:47:47.0000001,9.401571157380282,2015-04-11 08:47:47 UTC,-73.97843170166014,40.75239944458008,-74.00042724609375,40.74211883544922,1
44792012,2011-10-03 20:29:00.000000179,4.45337581139066,2011-10-03 20:29:00 UTC,-73.990055,40.756413,-73.983047,40.756727000000005,3
18571020,2010-04-26 03:12:44.0000001,3.2658089283531506,2010-04-26 03:12:44 UTC,-73.982326,40.731314000000005,-73.989649,40.734398,1
37942404,2011-11-18 09:51:00.000000166,30.579847238215862,2011-11-18 09:51:00 UTC,-73.995888,40.759078,-73.86500500000001,40.770452,1
29024472,2009-08-30 14:03:55.0000002,26.621290961424165,2009-08-30 14:03:55 UTC,-73.990137,40.756007,-73.929361,40.774553,1
29350780,2014-02-19 18:02:00.00000011,8.90675162278132,2014-02-19 18:02:00 UTC,-73.95828,40.7689,-73.97351,40.782907,5
30977645,2011-02-20 21:01:58.0000003,4.05752018371149,2011-02-20 21:01:58 UTC,-73.977633,40.753166,-73.981589,40.757359,1
7290820,2011-02-04 11:48:00.000000216,14.745622131049075,2011-02-04 11:48:00 UTC,-73.96221800000001,40.640218,-73.96804300000001,40.640505,1
47729464,2009-07-31 09:29:00.000000167,6.432653949786509,2009-07-31 09:29:00 UTC,-74.00054499999999,40.737462,-74.00954499999999,40.713217,5
46435788,2015-05-15 18:58:16.0000001,42.55447997551075,2015-05-15 18:58:16 UTC,-73.86270141601562,40.76895904541016,-73.99909210205078,40.74182891845703,2
7215780,2012-12-04 22:12:00.000000212,7.9171125535833955,2012-12-04 22:12:00 UTC,-73.984463,40.742792,-73.97735,40.761375,5
40831100,2015-04-21 01:38:11.0000001,5.937834415187547,2015-04-21 01:38:11 UTC,-73.95018768310547,40.71929550170898,-73.94046020507811,40.724212646484375,1
31282042,2013-05-03 18:26:00.000000265,3.9585562767916977,2013-05-03 18:26:00 UTC,-73.988752,40.758687,-73.98508000000001,40.773772,1
20318457,2010-03-30 21:29:00.00000064,3.6616645560323207,2010-03-30 21:29:00 UTC,-73.984218,40.732007,-73.979443,40.727617,5
21080437,2012-03-07 17:34:45.0000004,9.995354598899036,2012-03-07 17:34:45 UTC,-73.99268000000001,40.768321,-74.00233,40.746864,2
5838487,2015-01-30 22:04:27.0000001,17.81350324556264,2015-01-30 22:04:27 UTC,-73.95474243164062,40.68746948242188,-73.98821258544923,40.73051071166992,1
52854856,2009-02-04 18:22:03.0000007,5.640942694428169,2009-02-04 18:22:03 UTC,-73.988433,40.737176,-73.981018,40.747329,1
21689516,2012-06-10 15:18:00.00000069,6.432653949786509,2012-06-10 15:18:00 UTC,-73.964187,40.757303,-73.98338199999999,40.743835,1
40522164,2009-05-15 21:06:32.00000011,34.93425914268673,2009-05-15 21:06:32 UTC,-73.77674300000001,40.645374,-73.91340799999999,40.745943,1
2111231,2012-07-19 17:49:00.000000205,6.036798322107339,2012-07-19 17:49:00 UTC,-73.997893,40.735897,-74.00654300000001,40.746245,5
38160009,2011-06-19 18:23:00.00000065,4.84923143906983,2011-06-19 18:23:00 UTC,-73.98575799999999,40.753255,-73.98142,40.746513,1
10540899,2011-07-22 22:06:41.0000001,6.036798322107339,2011-07-22 22:06:41 UTC,-73.9956,40.754782,-74.002493,40.734401,1
10601778,2013-02-25 15:56:00.000000112,9.896390691979244,2013-02-25 15:56:00 UTC,-73.976022,40.76004,-73.982853,40.74504,1
26536581,2014-06-15 15:25:59.0000001,10.391210226578206,2014-06-15 15:25:59 UTC,-73.98860400000001,40.778445,-73.99493100000001,40.749954,1
52914369,2012-04-25 18:17:58.0000002,8.807787715861528,2012-04-25 18:17:58 UTC,-73.997975,40.720503,-74.001847,40.737797,1
17358122,2010-08-20 19:39:48.0000003,6.432653949786509,2010-08-20 19:39:48 UTC,0.0,0.0,0.0,0.0,1
55198695,2013-03-28 14:03:00.000000174,12.865307899573018,2013-03-28 14:03:00 UTC,-74.006395,40.749657,-73.978468,40.753897,5
9147772,2012-01-25 00:20:00.00000014,6.828509577465679,2012-01-25 00:20:00 UTC,-73.990318,40.737122,-73.97627,40.744955,1
14653045,2009-11-02 09:27:00.000000171,9.599498971219866,2009-11-02 09:27:00 UTC,-73.982613,40.771843,-73.978862,40.754318,2
48128338,2009-09-12 01:47:00.00000092,9.995354598899036,2009-09-12 01:47:00 UTC,-73.980253,40.765255,-73.974253,40.731925,2
40598638,2011-07-06 17:15:14.0000002,9.599498971219866,2011-07-06 17:15:14 UTC,-73.954797,40.767289,-73.974788,40.754888,1
8791172,2010-09-21 12:38:00.00000017,5.245087066748999,2010-09-21 12:38:00 UTC,-73.956158,40.781593,-73.966138,40.773645,1
14280426,2010-01-14 06:47:15.0000002,5.640942694428169,2010-01-14 06:47:15 UTC,-73.991201,40.750336,-73.977786,40.752390000000005,1
26009783,2014-11-10 05:48:48.0000001,7.422293018984433,2014-11-10 05:48:48 UTC,-73.97513199999999,40.73302,-73.977113,40.752058,1
30203807,2010-09-10 16:28:00.00000045,10.391210226578206,2010-09-10 16:28:00 UTC,-73.995627,40.749295,-73.965087,40.77161,1
38938355,2010-11-24 18:13:00.000000149,6.036798322107339,2010-11-24 18:13:00 UTC,-73.985523,40.760627,-73.98918499999999,40.774452,1
31583447,2015-04-04 22:40:32.0000001,6.432653949786509,2015-04-04 22:40:32 UTC,-74.00299072265625,40.73112869262695,-74.00541687011719,40.74004364013672,1
1988725,2009-01-04 13:51:00.00000053,7.620220832824018,2009-01-04 13:51:00 UTC,-73.962497,40.76308,-73.98472,40.736343,1
40863188,2010-03-20 15:43:00.000000107,6.828509577465679,2010-03-20 15:43:00 UTC,0.0,0.0,0.0,0.0,2
37286529,2010-09-22 00:13:20.0000001,6.036798322107339,2010-09-22 00:13:20 UTC,-74.001561,40.735996,-73.986623,40.74737,2
13917019,2009-06-02 00:29:00.00000029,8.807787715861528,2009-06-02 00:29:00 UTC,-74.008055,40.711553,-73.997185,40.679587,1
53369902,2013-08-18 01:30:00.00000011,8.90675162278132,2013-08-18 01:30:00 UTC,-73.978163,40.74563,-73.952042,40.773192,2
42367206,2014-09-23 00:15:52.0000004,14.844586037968867,2014-09-23 00:15:52 UTC,-73.994126,40.750917,-73.949428,40.781336,1
34326211,2015-01-14 21:56:18.0000001,14.844586037968867,2015-01-14 21:56:18 UTC,-73.98861694335938,40.74912643432617,-73.95635986328125,40.747520446777344,4
17436771,2009-09-03 14:52:00.000000131,12.766343992653226,2009-09-03 14:52:00 UTC,-74.010698,40.710985,-73.991138,40.750717,1
33481580,2014-04-21 20:40:00.00000077,7.422293018984433,2014-04-21 20:40:00 UTC,-73.976543,40.788207,-73.954575,40.777842,1
27401654,2015-04-06 19:31:59.0000004,9.401571157380282,2015-04-06 19:31:59 UTC,-74.006591796875,40.74441146850585,-73.9863739013672,40.74319076538085,2
29572239,2011-09-13 12:05:30.0000003,5.245087066748999,2011-09-13 12:05:30 UTC,-73.965744,40.754379,-73.9672,40.765067,1
10381393,2015-02-10 15:21:15.0000002,7.9171125535833955,2015-02-10 15:21:15 UTC,-73.99436950683594,40.74667739868164,-73.97766876220702,40.73911666870117,1
27114350,2009-12-01 11:47:00.00000079,11.182921481936546,2009-12-01 11:47:00 UTC,-73.944435,40.778137,-73.980463,40.782295,3
26097408,2015-06-16 09:54:20.0000006,38.140689726888006,2015-06-16 09:54:20 UTC,-73.86276245117188,40.76879119873047,-73.9787368774414,40.7530403137207,6
23831436,2009-09-04 10:58:06.0000005,6.036798322107339,2009-09-04 10:58:06 UTC,-73.968942,40.785745,-73.963131,40.774204,1
11373696,2015-02-13 23:24:04.0000008,17.81350324556264,2015-02-13 23:24:04 UTC,-73.98103332519531,40.75872802734375,-73.95498657226562,40.73442077636719,2
36637366,2015-04-04 11:38:38.0000005,5.937834415187547,2015-04-04 11:38:38 UTC,-73.98799133300781,40.7493782043457,-73.98880767822266,40.75851821899415,1
24780231,2013-05-10 15:10:00.000000103,12.370488364974056,2013-05-10 15:10:00 UTC,-73.991377,40.70255,-73.999735,40.734407,1
20784752,2010-04-13 00:10:05.0000002,16.329044641765755,2010-04-13 00:10:05 UTC,-73.98715200000001,40.750756,-73.90238000000001,40.741637,1
30446427,2013-01-30 14:17:55.0000001,5.443014880588584,2013-01-30 14:17:55 UTC,-73.97497800000001,40.762812,-73.981365,40.756102,1
30087952,2011-10-19 10:19:31.0000003,13.558055248011565,2011-10-19 10:19:31 UTC,-73.992956,40.754508,-73.99911800000001,40.722575,1
43372207,2010-11-15 18:45:00.000000125,8.807787715861528,2010-11-15 18:45:00 UTC,-74.00662,40.704113,-74.009975,40.735007,1
9127290,2015-02-10 05:50:51.0000001,3.9585562767916977,2015-02-10 05:50:51 UTC,-73.94662475585938,40.77677917480469,-73.95352935791014,40.7799072265625,5
30246428,2010-05-24 17:57:00.000000197,4.84923143906983,2010-05-24 17:57:00 UTC,-73.976452,40.780742,-73.98034200000001,40.770673,2
31449635,2010-06-01 14:13:38.0000001,4.84923143906983,2010-06-01 14:13:38 UTC,-73.968681,40.754807,-73.97859,40.756029,1
31451546,2012-09-19 13:52:17.0000002,8.411932088182358,2012-09-19 13:52:17 UTC,-73.95854200000001,40.780734,-73.975443,40.777022,2
19725860,2011-02-14 10:17:48.0000003,3.6616645560323207,2011-02-14 10:17:48 UTC,-73.980351,40.780344,-73.980011,40.785561,1
5154278,2014-06-24 09:52:00.00000059,6.432653949786509,2014-06-24 09:52:00 UTC,-74.01512199999999,40.715795,-74.008495,40.72814,5
17180598,2009-09-08 20:54:13.0000005,4.84923143906983,2009-09-08 20:54:13 UTC,-73.97646999999999,40.735987,-73.981563,40.728817,1
13392014,2012-01-12 16:39:00.00000058,9.203643343540698,2012-01-12 16:39:00 UTC,-73.95428199999999,40.764102,-73.973425,40.782708,1
19277580,2012-10-16 13:13:00.00000063,28.69953300673981,2012-10-16 13:13:00 UTC,-73.8709,40.7738,-73.98174200000001,40.767455,1
38125478,2010-01-29 19:26:41.0000001,6.432653949786509,2010-01-29 19:26:41 UTC,-73.985129,40.778954,-73.98058499999999,40.765687,1
5461708,2009-01-26 20:46:01.0000005,8.11504036742298,2009-01-26 20:46:01 UTC,-73.98349,40.765833,-73.96135100000001,40.768866,1
7751113,2013-05-30 20:38:11.0000001,10.886029761177168,2013-05-30 20:38:11 UTC,-73.988536,40.753911,-73.989873,40.726236,3
54642873,2014-01-22 21:01:18.0000004,4.45337581139066,2014-01-22 21:01:18 UTC,-73.992937,40.75778,-73.992937,40.75778,1
27506709,2013-06-08 07:24:00.00000040,4.45337581139066,2013-06-08 07:24:00 UTC,-73.992667,40.753087,-73.986788,40.761582,5
51756123,2014-04-19 02:10:00.000000112,8.90675162278132,2014-04-19 02:10:00 UTC,-73.997222,40.763667,-74.01061700000001,40.730022,3
17269533,2010-07-14 17:38:00.000000133,14.349766503369905,2010-07-14 17:38:00 UTC,0.001782,0.0073799999999999,0.000875,0.00567,1
54793835,2013-10-14 20:28:00.00000033,4.948195345989622,2013-10-14 20:28:00 UTC,-73.97274,40.798322,-73.961262,40.806462,1
8293300,2012-06-26 08:43:49.0000002,7.224365205144848,2012-06-26 08:43:49 UTC,-73.989391,40.752278,-73.972785,40.74995,1
5009370,2015-02-26 02:30:00.0000002,9.401571157380282,2015-02-26 02:30:00 UTC,-73.98402404785155,40.72166061401367,-74.01074981689453,40.716812133789055,1
36309121,2015-02-18 01:55:20.0000002,7.422293018984433,2015-02-18 01:55:20 UTC,-74.00408172607422,40.74240112304688,-73.98440551757811,40.74317169189453,1
20868327,2010-11-13 00:25:33.0000004,7.620220832824018,2010-11-13 00:25:33 UTC,-73.97444499999999,40.764015,-73.983595,40.744184,2
32588688,2009-05-26 21:57:00.000000119,9.599498971219866,2009-05-26 21:57:00 UTC,-74.007912,40.73873,-73.97750500000001,40.761727,1
38184582,2015-01-16 19:54:02.0000004,14.844586037968867,2015-01-16 19:54:02 UTC,-74.00211334228516,40.75183868408203,-73.9917221069336,40.72645950317383,1
17545146,2013-05-16 22:16:45.0000004,7.9171125535833955,2013-05-16 22:16:45 UTC,-73.99575899999999,40.759149,-73.991388,40.750227,3
8052480,2010-10-06 19:29:00.000000133,13.558055248011565,2010-10-06 19:29:00 UTC,-73.985623,40.763017,-74.009812,40.719408,5
5214708,2015-01-10 12:39:47.0000003,5.937834415187547,2015-01-10 12:39:47 UTC,-73.98212432861328,40.75581741333008,-73.9708251953125,40.7557487487793,1
53047121,2011-06-17 21:30:00.00000012,7.620220832824018,2011-06-17 21:30:00 UTC,-73.977147,40.789653,-73.954115,40.773782,5
29154546,2011-09-14 20:56:00.000000197,10.391210226578206,2011-09-14 20:56:00 UTC,-73.981387,40.758807,-73.947467,40.779305,1
51762242,2013-01-30 18:53:09.0000005,21.772059522354336,2013-01-30 18:53:09 UTC,-73.983363,40.744282,-73.973965,40.795451,1
31785067,2014-03-25 20:14:00.0000003,7.422293018984433,2014-03-25 20:14:00 UTC,-73.97287,40.76444,-73.98841999999999,40.76914,1
17010919,2015-02-25 19:43:28.0000009,11.38084929577613,2015-02-25 19:43:28 UTC,-73.96995544433594,40.78917694091797,-73.9461669921875,40.77772903442383,5
3653533,2012-03-02 20:16:00.0000009,4.45337581139066,2012-03-02 20:16:00 UTC,-73.98613,40.763425,-73.977522,40.765007,5
32235333,2011-05-05 20:41:00.000000101,8.016076460503188,2011-05-05 20:41:00 UTC,-73.96494,40.775277,-73.975652,40.791703000000005,1
17711691,2012-01-25 10:01:00.0000004,14.349766503369905,2012-01-25 10:01:00 UTC,-73.954252,40.7665,-73.989683,40.736847,1
2415914,2012-11-17 23:42:10.0000008,17.81350324556264,2012-11-17 23:42:10 UTC,-73.96534399999999,40.806353,-73.97635799999999,40.750622,1
